TripID,CustomerID,DriverID,VehicleID,TotalFuelConsumption,AxleWeightAverage,TotalDistance,AltitiudeUp_dmperkm,AltitudeDown_dmperkm,Altitude_sum_dmperkm
14353559,Customer6,Driver190,Vehicle23,2.5,0,7.47,228.9156627,156.626506,385.5421687
14353572,Customer6,Driver190,Vehicle23,0.5,0,0.555,612.6126126,468.4684685,1081.081081
14353578,Customer6,Driver190,Vehicle23,2.5,0,7.09,193.2299013,183.3568406,376.5867419
14353590,Customer6,Driver190,Vehicle23,0,0,0.715,195.8041958,307.6923077,503.4965035
14353594,Customer6,Driver190,Vehicle23,0.5,0,0.325,646.1538462,676.9230769,1323.076923
14353599,Customer6,Driver190,Vehicle23,0,0,0.055,1272.727273,545.4545455,1818.181818
14353602,Customer6,Driver190,Vehicle23,0.5,0,0.66,393.9393939,242.4242424,636.3636364
14353606,Customer6,Driver190,Vehicle23,0.5,0,2.105,180.5225653,147.2684086,327.7909739
14353610,Customer6,Driver190,Vehicle23,0.5,0,0.085,705.8823529,0,705.8823529
14353611,Customer6,Driver190,Vehicle23,0,0,0.305,1213.114754,32.78688525,1245.901639
14353631,Customer6,Driver190,Vehicle23,1.5,0,2.865,293.1937173,268.7609075,561.9546248
14353643,Customer6,Driver190,Vehicle23,0,0,0.1,800,1200,2000
14353646,Customer6,Driver190,Vehicle23,0,0,0.715,447.5524476,573.4265734,1020.979021
14353648,Customer6,Driver190,Vehicle23,0.5,0,0.5,780,360,1140
14353657,Customer6,Driver190,Vehicle23,2.5,0,5.3,152.8301887,133.9622642,286.7924528
14353661,Customer6,Driver190,Vehicle23,0.5,0,0.545,348.6238532,366.9724771,715.5963303
14353667,Customer6,Driver190,Vehicle23,2,0,5.2,161.5384615,150,311.5384615
14353690,Customer6,Driver190,Vehicle23,0,0,0.58,448.2758621,379.3103448,827.5862069
14353701,Customer6,Driver190,Vehicle23,0,0,0.365,657.5342466,438.3561644,1095.890411
14353716,Customer6,Driver190,Vehicle23,0,0,0.055,2909.090909,181.8181818,3090.909091
14353721,Customer6,Driver190,Vehicle23,1.5,0,2.84,246.4788732,190.1408451,436.6197183
14353724,Customer6,Driver190,Vehicle23,0.5,0,0.48,458.3333333,333.3333333,791.6666667
14353727,Customer6,Driver190,Vehicle23,0.5,0,0.865,982.6589595,312.1387283,1294.797688
14353737,Customer6,Driver190,Vehicle23,1,0,2.14,163.5514019,210.2803738,373.8317757
14353739,Customer6,Driver190,Vehicle23,0,0,0.02,2500,500,3000
14353748,Customer6,Driver190,Vehicle23,0,0,0.605,214.8760331,297.5206612,512.3966942
14353754,Customer6,Driver190,Vehicle23,0.5,0,0.53,811.3207547,320.754717,1132.075472
14353761,Customer6,Driver190,Vehicle23,0,0,0.04,4500,0,4500
14353763,Customer6,Driver190,Vehicle23,1.5,0,2.785,319.5691203,136.4452424,456.0143627
14353764,Customer6,Driver190,Vehicle23,1,0,0.51,1411.764706,764.7058824,2176.470588
14353768,Customer6,Driver190,Vehicle23,1,0,4.29,179.4871795,179.4871795,358.974359
14353778,Customer6,Driver190,Vehicle23,5.5,0,28.94,87.76779544,92.25984796,180.0276434
14353801,Customer6,Driver190,Vehicle23,9,0,30.6,88.88888889,80.71895425,169.6078431
14353804,Customer6,Driver84,Vehicle23,72.5,0,304.195,72.32203028,71.96042013,144.2824504
14353859,Customer6,Driver74,Vehicle22,83.5,0,297.905,79.95837599,82.71093134,162.6693073
14353860,Customer6,Driver123,Vehicle26,9,0,27.64,126.9898698,112.5180897,239.5079595
14353868,Customer6,Driver123,Vehicle26,7.5,0,27.7,85.92057762,86.28158845,172.2021661
14353881,Customer6,Driver174,Vehicle24,7.5,0,19.83,123.0458901,128.5930408,251.6389309
14353896,Customer6,Driver54,Vehicle26,6.5,0,27.725,127.6825969,110.0090171,237.6916141
14353904,Customer6,Driver174,Vehicle24,3,0,6.325,224.5059289,227.6679842,452.173913
14353908,Customer6,Driver174,Vehicle24,3.5,0,7.915,271.6361339,266.5824384,538.2185723
14353919,Customer6,Driver54,Vehicle26,10,0,27.605,93.09907625,90.56330375,183.66238
14353921,Customer6,Driver174,Vehicle24,3,0,6.335,254.1436464,236.7797948,490.9234412
14353925,Customer6,Driver174,Vehicle24,6.5,0,14.46,277.3167358,283.5408022,560.857538
14353932,Customer6,Driver54,Vehicle26,6,0,27.735,94.82603209,85.0910402,179.9170723
14353940,Customer6,Driver174,Vehicle24,6.5,0,14.27,252.2775053,277.5052558,529.782761
14353950,Customer6,Driver54,Vehicle26,8.5,0,27.63,86.86210641,103.5106768,190.3727832
14353953,Customer6,Driver174,Vehicle24,7,0,14.2,261.2676056,256.3380282,517.6056338
14353960,Customer6,Driver54,Vehicle26,6.5,0,27.735,110.3299081,120.0648999,230.394808
14353966,Customer6,Driver174,Vehicle24,4,0,7.915,283.0069488,295.6411876,578.6481364
14353969,Customer6,Driver54,Vehicle26,9.5,0,27.605,105.7779388,111.5739902,217.351929
14353972,Customer6,Driver174,Vehicle24,3,0,6.32,204.1139241,185.1265823,389.2405063
14353978,Customer6,Driver174,Vehicle24,7,0,24.675,159.2705167,152.3809524,311.6514691
14353979,Customer6,Driver54,Vehicle26,6,0,27.645,125.1582565,111.412552,236.5708085
14353998,Customer6,Driver123,Vehicle26,9,0,27.635,115.4333273,119.7756468,235.2089741
14354003,Customer6,Driver74,Vehicle22,64,0,261.87,87.86802612,89.12819338,176.9962195
14354009,Customer6,Driver123,Vehicle26,7.5,0,27.69,130.0108342,107.2589382,237.2697725
14354018,Customer6,Driver123,Vehicle26,9,0,27.925,82.36347359,85.22829006,167.5917637
14354030,Customer6,Driver123,Vehicle26,0,0,0.06,833.3333333,500,1333.333333
14354031,Customer6,Driver123,Vehicle26,1,0,2.185,320.3661327,411.8993135,732.2654462
14354034,Customer6,Driver123,Vehicle26,7.5,0,27.68,92.84682081,107.2976879,200.1445087
14354036,Customer6,Driver74,Vehicle22,6.5,0,22.605,145.1006415,118.5578412,263.6584826
14354045,Customer6,Driver74,Vehicle22,1,0,0.45,777.7777778,2644.444444,3422.222222
14354050,Customer6,Driver74,Vehicle22,0.5,0,0.565,920.3539823,1008.849558,1929.20354
14354051,Customer6,Driver123,Vehicle26,9,0,27.645,83.92114306,90.7939953,174.7151384
14354057,Customer6,Driver74,Vehicle22,0.5,0,0.695,1582.733813,359.7122302,1942.446043
14354062,Customer6,Driver123,Vehicle26,7.5,0,27.685,108.0007224,113.7800253,221.7807477
14354069,Customer6,Driver89,Vehicle7,26,0,104.835,97.9634664,97.67730243,195.6407688
14354071,Customer6,Driver100,Vehicle15,11,0,49.655,84.9864062,86.19474373,171.1811499
14354082,Customer6,Driver89,Vehicle7,0,0,0.12,833.3333333,666.6666667,1500
14354083,Customer6,Driver89,Vehicle7,0.5,0,0.535,1177.570093,429.9065421,1607.476636
14354086,Customer6,Driver84,Vehicle23,36.5,0,161.535,82.14937939,73.48252701,155.6319064
14354092,Customer6,Driver123,Vehicle26,9,0,27.66,88.93709328,73.7527115,162.6898048
14354094,Customer6,Driver74,Vehicle22,31.5,0,124.195,58.21490398,66.8303877,125.0452917
14354133,Customer6,Driver24,Vehicle42,12.5,0,54.935,93.01902248,114.1348867,207.1539092
14354165,Customer6,Driver24,Vehicle42,4,0,15.12,189.1534392,186.5079365,375.6613757
14354194,Customer6,Driver24,Vehicle42,4.5,0,15.97,167.8146525,162.8052599,330.6199123
14354212,Customer6,Driver24,Vehicle42,4.5,0,15.18,279.9736495,302.3715415,582.345191
14354227,Customer6,Driver51,Vehicle27,0,0,0.245,1020.408163,204.0816327,1224.489796
14354242,Customer6,Driver51,Vehicle27,0,0,0.56,339.2857143,464.2857143,803.5714286
14354243,Customer6,Driver51,Vehicle27,55.5,0,225.14,107.0889224,113.7070267,220.7959492
14354267,Customer6,Driver24,Vehicle42,4.5,0,15.835,176.8234923,214.7142406,391.5377329
14354280,Customer6,Driver24,Vehicle42,0,0,0.12,3583.333333,83.33333333,3666.666667
14354287,Customer6,Driver24,Vehicle42,5,0,15.24,153.5433071,146.3254593,299.8687664
14354315,Customer6,Driver24,Vehicle42,11,0,39.035,220.8274625,240.0409889,460.8684514
14354358,Customer6,Driver24,Vehicle42,6,0,15.465,170.061429,149.3695441,319.4309732
14354366,Customer6,Driver24,Vehicle42,0,0,0.125,320,560,880
14354368,Customer6,Driver51,Vehicle27,0,0,0.205,146.3414634,1268.292683,1414.634146
14354373,Customer6,Driver32,Vehicle27,79,0,338.95,85.94187933,87.32851453,173.2703939
14354381,Customer6,Driver24,Vehicle42,0,0,0.09,7666.666667,1333.333333,9000
14354386,Customer6,Driver24,Vehicle42,4,0,15.425,163.3711507,186.0615883,349.4327391
14354399,Customer6,Driver24,Vehicle42,6.5,0,15.745,241.9815815,251.5084154,493.4899968
14354415,Customer6,Driver24,Vehicle42,6.5,0,25.66,166.7965705,169.5245518,336.3211224
14354436,Customer6,Driver24,Vehicle42,0.5,0,0.56,178.5714286,267.8571429,446.4285714
14354446,Customer6,Driver71,Vehicle42,91.5,0,377.795,70.62030996,76.52298204,147.143292
14354514,Customer6,Driver32,Vehicle27,8,0,35.13,70.59493311,75.43410191,146.029035
14354521,Customer6,Driver32,Vehicle27,0,0,0.16,1437.5,250,1687.5
14354552,Customer6,Driver34,Vehicle16,9,0,30.855,99.82174688,98.20126398,198.0230109
14354561,Customer6,Driver18,Vehicle18,15,0,60.155,119.6907988,141.6341119,261.3249106
14354579,Customer6,Driver34,Vehicle16,7.5,0,31.88,94.10288582,94.41656211,188.5194479
14354595,Customer6,Driver34,Vehicle16,8,0,31.525,114.1950833,125.297383,239.4924663
14354626,Customer6,Driver34,Vehicle16,8,0,31.81,155.2970764,131.4052185,286.7022949
14354644,Customer6,Driver18,Vehicle18,7,0,28.73,149.321267,134.0062652,283.3275322
14354647,Customer6,Driver34,Vehicle16,0,0,0.085,705.8823529,2117.647059,2823.529412
14354654,Customer6,Driver34,Vehicle16,8.5,0,31.525,104.3616178,108.8025377,213.1641554
14354692,Customer6,Driver34,Vehicle16,7.5,0,31.88,106.6499373,91.90715182,198.5570891
14354703,Customer6,Driver18,Vehicle18,6.5,0,29.02,112.3363198,108.5458305,220.8821502
14354712,Customer6,Driver34,Vehicle16,8,0,31.495,95.2532148,87.95046833,183.2036831
14354741,Customer6,Driver18,Vehicle18,23.5,0,100.455,112.9859141,110.6963317,223.6822458
14354744,Customer6,Driver34,Vehicle16,7.5,0,31.85,120.8791209,107.3783359,228.2574568
14354777,Customer6,Driver34,Vehicle16,8.5,0,31.6,101.5822785,112.0253165,213.6075949
14354799,Customer6,Driver18,Vehicle18,0,0,0.455,571.4285714,351.6483516,923.0769231
14354801,Customer6,Driver34,Vehicle16,8,0,31.855,137.1841155,111.7563962,248.9405117
14354815,Customer6,Driver34,Vehicle16,0.5,0,0.1,0,1200,1200
14354819,Customer6,Driver50,Vehicle16,8.5,0,31.62,98.67172676,104.0480708,202.7197976
14354847,Customer6,Driver50,Vehicle16,9,0,31.945,119.8935671,114.8849585,234.7785256
14354862,Customer6,Driver50,Vehicle16,8.5,0,31.54,102.4096386,114.4578313,216.8674699
14354878,Customer6,Driver50,Vehicle16,9,0,31.91,120.3384519,89.31369477,209.6521467
14354891,Customer6,Driver50,Vehicle16,9,0,30.87,113.0547457,117.265954,230.3206997
14354897,Customer6,Driver50,Vehicle16,8.5,0,31.955,131.7477703,112.3454858,244.0932561
14354905,Customer6,Driver50,Vehicle16,5,0,16.07,111.3876789,129.4337274,240.8214063
14354913,Customer6,Driver143,Vehicle29,1.5,0,3.37,267.0623145,240.3560831,507.4183976
14354919,Customer6,Driver27,Vehicle1,0,0,0.07,142.8571429,1428.571429,1571.428571
14354920,Customer6,Driver143,Vehicle29,7,0,28.69,129.3133496,90.97246427,220.2858139
14354921,Customer6,Driver27,Vehicle1,11,0,49.125,84.88549618,80.61068702,165.4961832
14354948,Customer6,Driver143,Vehicle29,8,0,29.175,109.3401885,105.9125964,215.2527849
14354956,Customer6,Driver27,Vehicle1,10,0,44.97,79.60862797,79.60862797,159.2172559
14354965,Customer6,Driver143,Vehicle29,0.5,0,0.465,430.1075269,408.6021505,838.7096774
14354972,Customer6,Driver143,Vehicle29,0,0,0.995,371.8592965,592.9648241,964.8241206
14354979,Customer6,Driver143,Vehicle29,0.5,0,0.58,1000,327.5862069,1327.586207
14355001,Customer6,Driver143,Vehicle29,6,0,27.305,134.0413844,133.6751511,267.7165354
14355014,Customer6,Driver27,Vehicle1,0,0,0.85,341.1764706,411.7647059,752.9411765
14355020,Customer6,Driver143,Vehicle29,0.5,0,1.405,341.6370107,434.1637011,775.8007117
14355027,Customer6,Driver183,Vehicle43,3.5,0,12.885,168.4128832,223.5157159,391.9285991
14355029,Customer6,Driver27,Vehicle1,9.5,0,48.25,77.72020725,73.57512953,151.2953368
14355049,Customer6,Driver183,Vehicle43,0,0,0.235,2255.319149,1276.595745,3531.914894
14355051,Customer6,Driver143,Vehicle29,0.5,0,1.23,219.5121951,243.902439,463.4146341
14355052,Customer6,Driver143,Vehicle29,7.5,0,27.91,79.54138302,76.67502687,156.2164099
14355054,Customer6,Driver183,Vehicle43,0,0,0.08,1500,0,1500
14355060,Customer6,Driver183,Vehicle43,0,0,0.1,1500,2600,4100
14355065,Customer6,Driver27,Vehicle1,0.5,0,0.93,440.8602151,268.8172043,709.6774194
14355066,Customer6,Driver183,Vehicle43,4,0,10.235,171.9589643,127.0151441,298.9741085
14355075,Customer6,Driver183,Vehicle43,0.5,0,1.045,516.7464115,832.5358852,1349.282297
14355083,Customer6,Driver27,Vehicle1,9.5,0,44.505,67.63285024,72.57611504,140.2089653
14355084,Customer6,Driver143,Vehicle29,0,0,0.495,323.2323232,626.2626263,949.4949495
14355086,Customer6,Driver143,Vehicle29,0.5,0,1.055,37.91469194,189.5734597,227.4881517
14355090,Customer6,Driver143,Vehicle29,0.5,0,0.61,524.5901639,1721.311475,2245.901639
14355092,Customer6,Driver183,Vehicle43,0,0,0.205,682.9268293,243.902439,926.8292683
14355093,Customer6,Driver183,Vehicle43,2,0,6.905,170.8906589,173.7871108,344.6777697
14355097,Customer6,Driver183,Vehicle43,4.5,0,18.79,197.4454497,166.577967,364.0234167
14355098,Customer6,Driver143,Vehicle29,0.5,0,0.655,946.5648855,977.0992366,1923.664122
14355109,Customer6,Driver173,Vehicle29,7,0,28.8,79.51388889,90.97222222,170.4861111
14355112,Customer6,Driver27,Vehicle1,10.5,0,48.355,66.59083859,59.9731155,126.5639541
14355117,Customer6,Driver183,Vehicle43,2.5,0,6.965,178.0330223,163.6755205,341.7085427
14355122,Customer6,Driver183,Vehicle43,6,0,19.16,141.440501,132.045929,273.4864301
14355125,Customer6,Driver173,Vehicle29,8,0,29.09,128.5665177,118.5974562,247.1639739
14355127,Customer6,Driver27,Vehicle1,10.5,0,45.49,102.2202682,104.6383821,206.8586503
14355135,Customer6,Driver183,Vehicle43,0.5,0,0.955,460.7329843,282.7225131,743.4554974
14355137,Customer6,Driver173,Vehicle29,0,0,0.31,548.3870968,612.9032258,1161.290323
14355148,Customer6,Driver173,Vehicle29,1,0,1.345,1568.773234,698.8847584,2267.657993
14355152,Customer6,Driver27,Vehicle1,10,0,36.515,176.6397371,190.33274,366.9724771
14355155,Customer6,Driver173,Vehicle29,0,0,0.53,1056.603774,301.8867925,1358.490566
14355156,Customer6,Driver173,Vehicle29,17.5,0,58.48,137.995896,155.7797538,293.7756498
14355162,Customer6,Driver183,Vehicle43,4,0,7.03,206.2588905,220.4836415,426.742532
14355171,Customer6,Driver27,Vehicle1,5.5,0,31.27,194.7553566,196.0345379,390.7898945
14355197,Customer6,Driver183,Vehicle43,0,0,0.12,1083.333333,583.3333333,1666.666667
14355198,Customer6,Driver183,Vehicle43,6.5,0,15.41,169.3705386,175.8598313,345.2303699
14355204,Customer6,Driver173,Vehicle29,19.5,0,59.46,139.4214598,149.6804575,289.1019173
14355210,Customer6,Driver183,Vehicle43,0,0,0.12,583.3333333,416.6666667,1000
14355213,Customer6,Driver183,Vehicle43,0.5,0,0.15,466.6666667,400,866.6666667
14355215,Customer6,Driver183,Vehicle43,6,0,24.85,140.8450704,142.8571429,283.7022133
14355220,Customer6,Driver183,Vehicle43,0.5,0,0.5,360,140,500
14355225,Customer6,Driver173,Vehicle29,0.5,0,0.8,412.5,512.5,925
14355236,Customer6,Driver71,Vehicle42,88,0,340.2,64.6090535,61.52263374,126.1316872
14355270,Customer6,Driver71,Vehicle42,0,0,0.375,666.6666667,26.66666667,693.3333333
14355288,Customer6,Driver24,Vehicle42,13.5,0,54.81,89.03484766,91.0417807,180.0766284
14355316,Customer6,Driver24,Vehicle42,3.5,0,15.16,129.9472296,170.1846966,300.1319261
14355338,Customer6,Driver24,Vehicle42,4,0,15.95,175.5485893,178.0564263,353.6050157
14355355,Customer6,Driver24,Vehicle42,5.5,0,15.175,355.8484349,367.0510708,722.8995058
14355370,Customer6,Driver51,Vehicle27,32.5,0,95.35,117.4619822,124.6984793,242.1604615
14355395,Customer6,Driver24,Vehicle42,6,0,23.075,147.3456121,145.1787649,292.524377
14355405,Customer6,Driver24,Vehicle42,6.5,0,15.46,144.8900388,156.5329884,301.4230272
14355411,Customer6,Driver24,Vehicle42,0,0,0.445,516.8539326,202.247191,719.1011236
14355419,Customer6,Driver24,Vehicle42,1,0,1.2,991.6666667,1058.333333,2050
14355428,Customer6,Driver24,Vehicle42,5.5,0,15.41,128.4879948,141.4665801,269.954575
14355442,Customer6,Driver24,Vehicle42,0,0,0.13,0,1230.769231,1230.769231
14355446,Customer6,Driver24,Vehicle42,4,0,15.175,123.8879736,132.4546952,256.3426689
14355451,Customer6,Driver51,Vehicle27,25.5,0,69.245,108.0222399,99.50176908,207.524009
14355453,Customer6,Driver24,Vehicle42,0.5,0,0.78,2038.461538,1935.897436,3974.358974
14355461,Customer6,Driver24,Vehicle42,5,0,15.395,203.3127639,230.5943488,433.9071127
14355474,Customer6,Driver24,Vehicle42,6.5,0,25.97,120.1386215,118.5983827,238.7370042
14355477,Customer6,Driver51,Vehicle27,4.5,0,16.165,101.4537581,90.31858955,191.7723477
14355480,Customer6,Driver51,Vehicle27,5,0,17.455,142.6525351,156.402177,299.0547121
14355503,Customer6,Driver51,Vehicle27,1,0,1.675,632.8358209,710.4477612,1343.283582
14355513,Customer6,Driver51,Vehicle27,6,0,13.785,175.5531375,135.6546971,311.2078346
14355551,Customer6,Driver71,Vehicle42,88,0,393.245,62.98872204,70.43954786,133.4282699
14355608,Customer6,Driver71,Vehicle42,0,0,1.41,35.46099291,56.73758865,92.19858156
14355624,Customer6,Driver50,Vehicle16,16.5,0,61.49,107.6597821,103.2688242,210.9286063
14355626,Customer6,Driver50,Vehicle16,17.5,0,62.74,110.2964616,111.8903411,222.1868027
14355633,Customer6,Driver50,Vehicle16,1,0,0.78,1500,487.1794872,1987.179487
14355639,Customer6,Driver34,Vehicle16,8.5,0,30.85,100.8103728,113.452188,214.2625608
14355659,Customer6,Driver34,Vehicle16,8,0,31.835,109.6277682,91.72294644,201.3507146
14355676,Customer6,Driver34,Vehicle16,0,0,0.085,117.6470588,823.5294118,941.1764706
14355689,Customer6,Driver34,Vehicle16,8.5,0,31.585,113.6615482,127.5922115,241.2537597
14355729,Customer6,Driver34,Vehicle16,8.5,0,31.925,112.137823,102.7407987,214.8786218
14355752,Customer6,Driver34,Vehicle16,9,0,31.585,98.46446098,100.3640969,198.8285579
14355785,Customer6,Driver34,Vehicle16,8,0,31.84,86.68341709,77.57537688,164.258794
14355795,Customer6,Driver34,Vehicle16,0,0,0.085,235.2941176,235.2941176,470.5882353
14355801,Customer6,Driver34,Vehicle16,8.5,0,31.56,112.8010139,117.8707224,230.6717364
14355840,Customer6,Driver34,Vehicle16,9,0,31.865,96.34395104,79.71128197,176.055233
14355872,Customer6,Driver34,Vehicle16,0,0,0.085,941.1764706,352.9411765,1294.117647
14355898,Customer6,Driver34,Vehicle16,0,0,0.635,204.7244094,236.2204724,440.9448819
14355908,Customer6,Driver34,Vehicle16,1,0,0.715,1398.601399,1510.48951,2909.090909
14355937,Customer6,Driver50,Vehicle16,26,0,94.395,109.3278246,111.7643943,221.0922189
14355979,Customer6,Driver50,Vehicle16,8.5,0,31.915,138.1795394,114.3662854,252.5458248
14355992,Customer6,Driver50,Vehicle16,9,0,31.555,98.55807321,105.5300269,204.0881001
14356007,Customer6,Driver50,Vehicle16,14,0,48.035,125.3252836,117.8307484,243.1560321
14356016,Customer6,Driver50,Vehicle16,7.5,0,29.42,95.85316111,99.25220938,195.1053705
14356022,Customer6,Driver50,Vehicle16,17.5,0,62.85,108.035004,110.5807478,218.6157518
14356042,Customer6,Driver143,Vehicle29,2.5,0,9.83,105.7985758,138.3519837,244.1505595
14356049,Customer6,Driver143,Vehicle29,2,0,10.08,103.1746032,67.46031746,170.6349206
14356051,Customer6,Driver143,Vehicle29,0.5,0,2.435,492.8131417,344.9691992,837.7823409
14356054,Customer6,Driver143,Vehicle29,0,0,0.155,322.5806452,516.1290323,838.7096774
14356058,Customer6,Driver143,Vehicle29,7.5,0,28.59,129.066107,130.4651976,259.5313047
14356059,Customer6,Driver27,Vehicle1,0.5,0,0.42,380.952381,261.9047619,642.8571429
14356062,Customer6,Driver27,Vehicle1,0.5,0,0.99,1050.505051,1363.636364,2414.141414
14356068,Customer6,Driver143,Vehicle29,0,0,0.13,0,538.4615385,538.4615385
14356075,Customer6,Driver143,Vehicle29,7,0,29.11,103.7444177,108.210237,211.9546548
14356077,Customer6,Driver27,Vehicle1,11,0,48.335,75.51463743,75.30774801,150.8223854
14356087,Customer6,Driver143,Vehicle29,0.5,0,0.46,282.6086957,434.7826087,717.3913043
14356089,Customer6,Driver143,Vehicle29,0.5,0,1.085,359.4470046,580.6451613,940.0921659
14356095,Customer6,Driver143,Vehicle29,0,0,0.57,578.9473684,666.6666667,1245.614035
14356100,Customer6,Driver27,Vehicle1,10.5,0,44.99,100.9113136,99.1331407,200.0444543
14356102,Customer6,Driver183,Vehicle43,5,0,24.705,131.9570937,137.2191864,269.1762801
14356105,Customer6,Driver143,Vehicle29,7,0,28.56,130.952381,133.4033613,264.3557423
14356113,Customer6,Driver27,Vehicle1,0.5,0,0.845,733.7278107,662.7218935,1396.449704
14356119,Customer6,Driver183,Vehicle43,4.5,0,7.78,295.6298201,290.4884319,586.1182519
14356123,Customer6,Driver27,Vehicle1,10.5,0,48.32,79.67715232,78.84933775,158.5264901
14356128,Customer6,Driver143,Vehicle29,0.5,0,0.115,521.7391304,1304.347826,1826.086957
14356140,Customer6,Driver183,Vehicle43,1.5,0,2.835,282.1869489,232.8042328,514.9911817
14356141,Customer6,Driver143,Vehicle29,0.5,0,1.23,691.0569106,1162.601626,1853.658537
14356144,Customer6,Driver143,Vehicle29,8,0,27.91,104.9802938,80.97456109,185.9548549
14356146,Customer6,Driver183,Vehicle43,0,0,0.33,666.6666667,424.2424242,1090.909091
14356148,Customer6,Driver183,Vehicle43,0.5,0,0.085,0,235.2941176,235.2941176
14356151,Customer6,Driver183,Vehicle43,1.5,0,4.56,328.9473684,287.2807018,616.2280702
14356158,Customer6,Driver27,Vehicle1,0.5,0,0.93,548.3870968,354.8387097,903.2258065
14356165,Customer6,Driver183,Vehicle43,1.5,0,2.83,314.4876325,134.2756184,448.7632509
14356167,Customer6,Driver143,Vehicle29,0,0,0.465,86.02150538,236.5591398,322.5806452
14356168,Customer6,Driver183,Vehicle43,3,0,6.345,452.3246651,416.0756501,868.4003152
14356172,Customer6,Driver143,Vehicle29,0.5,0,1.05,352.3809524,76.19047619,428.5714286
14356177,Customer6,Driver27,Vehicle1,10,0,44.53,87.13227038,81.29350999,168.4257804
14356181,Customer6,Driver143,Vehicle29,0.5,0,0.615,341.4634146,390.2439024,731.7073171
14356186,Customer6,Driver143,Vehicle29,0,0,0.65,738.4615385,507.6923077,1246.153846
14356189,Customer6,Driver183,Vehicle43,1.5,0,2.83,303.8869258,268.5512367,572.4381625
14356194,Customer6,Driver27,Vehicle1,21,0,93.29,80.93043199,86.61164112,167.5420731
14356195,Customer6,Driver183,Vehicle43,0.5,0,0.33,575.7575758,363.6363636,939.3939394
14356198,Customer6,Driver183,Vehicle43,0.5,0,0.61,393.442623,688.5245902,1081.967213
14356204,Customer6,Driver173,Vehicle29,7.5,0,28.79,92.39319208,117.0545328,209.4477249
14356205,Customer6,Driver183,Vehicle43,1.5,0,3.975,427.672956,394.9685535,822.6415094
14356214,Customer6,Driver183,Vehicle43,1.5,0,2.855,343.2574431,273.2049037,616.4623468
14356216,Customer6,Driver173,Vehicle29,9,0,29.375,122.5531915,137.8723404,260.4255319
14356219,Customer6,Driver183,Vehicle43,0.5,0,0.415,481.9277108,891.5662651,1373.493976
14356222,Customer6,Driver183,Vehicle43,0.5,0,0.59,728.8135593,644.0677966,1372.881356
14356241,Customer6,Driver183,Vehicle43,1.5,0,3.96,595.959596,308.0808081,904.040404
14356256,Customer6,Driver173,Vehicle29,0,0,0.175,971.4285714,114.2857143,1085.714286
14356263,Customer6,Driver173,Vehicle29,1,0,1.615,402.4767802,482.9721362,885.4489164
14356271,Customer6,Driver183,Vehicle43,2,0,2.845,404.2179262,249.5606327,653.7785589
14356273,Customer6,Driver183,Vehicle43,0.5,0,0.93,408.6021505,247.311828,655.9139785
14356274,Customer6,Driver27,Vehicle1,0.5,0,0.845,437.8698225,852.0710059,1289.940828
14356276,Customer6,Driver183,Vehicle43,5,0,13.02,233.4869432,218.1259601,451.6129032
14356277,Customer6,Driver173,Vehicle29,0,0,0.165,545.4545455,0,545.4545455
14356278,Customer6,Driver173,Vehicle29,0.5,0,0.4,50,675,725
14356281,Customer6,Driver173,Vehicle29,8,0,28.62,158.6303284,143.256464,301.8867925
14356287,Customer6,Driver27,Vehicle1,0.5,0,0.685,467.1532847,364.9635036,832.1167883
14356303,Customer6,Driver173,Vehicle29,0.5,0,0.29,620.6896552,551.7241379,1172.413793
14356305,Customer6,Driver183,Vehicle43,1.5,0,2.815,479.5737123,127.8863233,607.4600355
14356307,Customer6,Driver183,Vehicle43,3.5,0,7.625,249.1803279,237.3770492,486.557377
14356314,Customer6,Driver183,Vehicle43,6,0,24.34,186.5242399,189.8110107,376.3352506
14356315,Customer6,Driver173,Vehicle29,8,0,29.125,144.2060086,119.4849785,263.6909871
14356325,Customer6,Driver173,Vehicle29,0,0,0.42,833.3333333,404.7619048,1238.095238
14356337,Customer6,Driver173,Vehicle29,0,0,0.56,410.7142857,625,1035.714286
14356347,Customer6,Driver173,Vehicle29,8,0,28.55,132.7495622,141.1558669,273.9054291
14356355,Customer6,Driver173,Vehicle29,0.5,0,0.38,1210.526316,1500,2710.526316
14356357,Customer6,Driver183,Vehicle43,11,0,45.725,103.4445052,95.79004921,199.2345544
14356360,Customer6,Driver173,Vehicle29,8,0,29.095,170.4760268,170.8197285,341.2957553
14356365,Customer6,Driver173,Vehicle29,1,0,1.31,580.1526718,2656.48855,3236.641221
14356801,Customer5,Driver15,Vehicle36,0.5,10855,0.32,1312.5,875,2187.5
14356810,Customer5,Driver15,Vehicle36,0,11316,0.05,1200,0,1200
14356813,Customer5,Driver15,Vehicle36,0.5,11345,0.255,196.0784314,941.1764706,1137.254902
14356816,Customer5,Driver15,Vehicle36,8.5,11191,26.49,104.5677614,78.5201963,183.0879577
14356827,Customer5,Driver15,Vehicle36,30,11405,88.195,133.3408923,127.4448665,260.7857588
14356855,Customer5,Driver15,Vehicle36,0.5,11035,0.45,688.8888889,1688.888889,2377.777778
14356885,Customer5,Driver15,Vehicle36,29.5,11095,104.11,134.3771011,137.4507732,271.8278744
14356924,Customer5,Driver15,Vehicle36,17,10349,51.145,113.2075472,102.2582853,215.4658324
